transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
cw,10000,9628,372,0.0562,0.055463232239302,0.075268817204301
df,10000,9776,224,0.0937,0.0925736497545008,0.1428571428571428
fg,10000,6168,3832,0.0982,0.1029507133592736,0.0905532359081419
jsma,10000,9998,2,0.0068,0.0068013602720544,0.0
