transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
saturate_s3,10000,2515,7485,0.9207,0.7538767395626242,0.976753507014028
saturate_s4,10000,3180,6820,0.8852,0.7081761006289308,0.967741935483871
saturate_s5,10000,4232,5768,0.8259,0.651937618147448,0.9535367545076284
shot_noise_s1,10000,4250,5750,0.8246,0.6574117647058824,0.9481739130434784
shot_noise_s2,10000,5801,4199,0.7054,0.5581796242027237,0.908787806620624
shot_noise_s3,10000,8280,1720,0.4434,0.3805555555555555,0.7459302325581395
shot_noise_s4,10000,8901,1099,0.3616,0.3225480283114257,0.6778889899909009
shot_noise_s5,10000,9570,430,0.2608,0.2461859979101358,0.586046511627907
snow_s1,10000,3111,6889,0.8848,0.7177756348441016,0.9602264479605168
snow_s2,10000,4926,5074,0.7796,0.6278928136419001,0.9268821442648798
snow_s3,10000,4205,5795,0.8162,0.6456599286563615,0.9399482312338222
snow_s4,10000,4687,5313,0.7868,0.6208662257307446,0.9331827592697158
snow_s5,10000,5560,4440,0.7305,0.5888489208633093,0.9078828828828828
spatter_s1,10000,2716,7284,0.9048,0.7341678939617083,0.9684239428885228
spatter_s2,10000,3573,6427,0.8466,0.66890568150014,0.9453866500700172
spatter_s3,10000,4449,5551,0.7988,0.6331759946055293,0.9315438659700956
spatter_s4,10000,3205,6795,0.871,0.6932917316692667,0.9548197203826344
spatter_s5,10000,4138,5862,0.8114,0.6512808119864669,0.9244285226885022
speckle_noise_s1,10000,4221,5779,0.8218,0.6413172234067757,0.9536251946703582
speckle_noise_s2,10000,6324,3676,0.6569,0.5180265654648957,0.8958106637649619
speckle_noise_s3,10000,7362,2638,0.5702,0.4641401792991035,0.8661865049279758
speckle_noise_s4,10000,8649,1351,0.4215,0.3644351948202104,0.7868245743893413
speckle_noise_s5,10000,9416,584,0.3119,0.2866397621070518,0.7191780821917808
zoom_blur_s1,10000,3775,6225,0.8544,0.6924503311258278,0.9526104417670684
zoom_blur_s2,10000,4338,5662,0.8198,0.6784232365145229,0.9281172730483928
zoom_blur_s3,10000,5161,4839,0.7516,0.6179035070722728,0.8941930150857615
zoom_blur_s4,10000,5797,4203,0.6811,0.5632223563912369,0.8436830835117773
zoom_blur_s5,10000,6582,3418,0.5728,0.4764509267699787,0.7583382094792276
