transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
train,45000,6342,38658,0.9977555555555556,0.9859665720592872,0.9996895855967716
test,10000,2439,7561,0.9378,0.7872078720787208,0.9863774632985056
