transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
svhn,26032,23181,2851,0.1132452366318377,0.1071567231784651,0.1627499123114696
dtd,1880,1570,310,0.100531914893617,0.1012738853503184,0.0967741935483871
places,36500,31219,5281,0.1024109589041095,0.1036868573625036,0.0948683961370952
