transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
gaussian_noise_s1,10000,4096,5904,0.724,0.524658203125,0.8622967479674797
gaussian_noise_s2,10000,6193,3807,0.4807,0.3707411593734862,0.6595744680851063
gaussian_noise_s3,10000,7844,2156,0.3011,0.2491075981642019,0.4902597402597403
gaussian_noise_s4,10000,8498,1502,0.2467,0.2151094375147093,0.4254327563249001
gaussian_noise_s5,10000,9002,998,0.2073,0.1868473672517218,0.3917835671342685
glass_blur_s1,10000,6010,3990,0.5393,0.4091514143094842,0.7353383458646616
glass_blur_s2,10000,5823,4177,0.5636,0.4157650695517774,0.7696911659085468
glass_blur_s3,10000,5509,4491,0.6017,0.4485387547649301,0.7895791583166333
glass_blur_s4,10000,6669,3331,0.4479,0.3430799220272904,0.6577604323026118
glass_blur_s5,10000,6332,3668,0.4884,0.3716045483259633,0.6900218102508179
impulse_noise_s1,10000,2521,7479,0.845,0.6065053550178501,0.9253910950661852
impulse_noise_s2,10000,4271,5729,0.7423,0.5607586045422618,0.8776400768022342
impulse_noise_s3,10000,6263,3737,0.6181,0.493693118313907,0.8265988761038267
impulse_noise_s4,10000,9068,932,0.348,0.3138509042787825,0.6802575107296137
impulse_noise_s5,10000,9762,238,0.189,0.1821348084408932,0.4705882352941176
jpeg_compression_s1,10000,2631,7369,0.8463,0.6001520334473585,0.9341837427059304
jpeg_compression_s2,10000,3366,6634,0.7961,0.5724896019013667,0.9095568284594512
jpeg_compression_s3,10000,3629,6371,0.7814,0.5737117663268118,0.8997017736619055
jpeg_compression_s4,10000,3839,6161,0.7524,0.5402448554311019,0.8845966563869502
jpeg_compression_s5,10000,4332,5668,0.7209,0.5440904893813481,0.8560338743824982
motion_blur_s1,10000,2221,7779,0.8765,0.6587122917604683,0.9386810644041652
motion_blur_s2,10000,3429,6571,0.7853,0.6077573636628755,0.8779485618627302
motion_blur_s3,10000,4530,5470,0.6845,0.5485651214128036,0.7970749542961609
motion_blur_s4,10000,4451,5549,0.6901,0.5511121096382835,0.8015858713281673
motion_blur_s5,10000,5225,4775,0.601,0.4809569377990431,0.7323560209424084
pixelate_s1,10000,1804,8196,0.908,0.6541019955654102,0.963884821864324
pixelate_s2,10000,2830,7170,0.8573,0.6130742049469965,0.9536959553695956
pixelate_s3,10000,3669,6331,0.7986,0.552739165985282,0.9410835570999844
pixelate_s4,10000,5454,4546,0.6097,0.4103410341034103,0.8488781346238451
pixelate_s5,10000,6719,3281,0.4459,0.3132906682542045,0.7174641877476379
saturate_s1,10000,1798,8202,0.9053,0.6507230255839822,0.9611070470616924
saturate_s2,10000,2239,7761,0.8755,0.6337650736936132,0.9452390155907744
saturate_s3,10000,1448,8552,0.9207,0.664364640883978,0.9641019644527596
saturate_s4,10000,2167,7833,0.8852,0.6354407014305491,0.954295927486276
saturate_s5,10000,3160,6840,0.8259,0.585126582278481,0.9371345029239766
shot_noise_s1,10000,2985,7015,0.8246,0.5939698492462312,0.922736992159658
shot_noise_s2,10000,4396,5604,0.7054,0.512056414922657,0.857066381156317
shot_noise_s3,10000,6878,3122,0.4434,0.3434137830764757,0.6636771300448431
shot_noise_s4,10000,7704,2296,0.3616,0.2901090342679128,0.6014808362369338
shot_noise_s5,10000,8804,1196,0.2608,0.2284189004997728,0.4991638795986622
snow_s1,10000,2024,7976,0.8848,0.6408102766798419,0.946715145436309
snow_s2,10000,3721,6279,0.7796,0.5761891964525665,0.9001433349259437
snow_s3,10000,3075,6925,0.8162,0.5915447154471545,0.915956678700361
snow_s4,10000,3506,6494,0.7868,0.5684540787221906,0.9046812442254388
snow_s5,10000,4386,5614,0.7305,0.5414956680346558,0.8781617385108657
spatter_s1,10000,1685,8315,0.9048,0.6498516320474778,0.9564642212868312
spatter_s2,10000,2431,7569,0.8466,0.590703414232826,0.9287884793235566
spatter_s3,10000,3295,6705,0.7988,0.5660091047040972,0.913199105145414
spatter_s4,10000,2082,7918,0.871,0.6229586935638809,0.9362212679969688
spatter_s5,10000,2883,7117,0.8114,0.5816857440166493,0.9044541239286216
speckle_noise_s1,10000,2980,7020,0.8218,0.5785234899328859,0.9250712250712252
speckle_noise_s2,10000,4956,5044,0.6569,0.468321226795803,0.8421887390959556
speckle_noise_s3,10000,5949,4051,0.5702,0.4168767860144562,0.7953591705751666
speckle_noise_s4,10000,7555,2445,0.4215,0.3306419589675711,0.7022494887525562
speckle_noise_s5,10000,8740,1260,0.3119,0.2664759725400458,0.626984126984127
zoom_blur_s1,10000,2769,7231,0.8544,0.6583604189237992,0.9294703360531048
zoom_blur_s2,10000,3270,6730,0.8198,0.65565749235474,0.899554234769688
zoom_blur_s3,10000,4076,5924,0.7516,0.594946025515211,0.8593855503038488
zoom_blur_s4,10000,4631,5369,0.6811,0.5398402072986396,0.8029428198919725
zoom_blur_s5,10000,5488,4512,0.5728,0.4580903790087463,0.712322695035461
