transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
svhn,26032,19247,6785,0.1132452366318377,0.1039642541694809,0.1395725865880619
dtd,1880,1406,474,0.100531914893617,0.1024182076813655,0.0949367088607595
places,36500,28957,7543,0.1024109589041095,0.1030148150706219,0.1000928012727031
