transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
train,45000,2264,42736,0.9981333333333332,0.9779151943462896,0.9992044178210407
test,10000,1348,8652,0.9304,0.6951038575667656,0.9670596393897364
