transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
cw,10000,8675,1325,0.0562,0.0561383285302593,0.0566037735849056
df,10000,9073,927,0.0937,0.0925823873029868,0.104638619201726
fg,10000,4839,5161,0.0982,0.109320107460219,0.0877736872699089
jsma,10000,9672,328,0.0068,0.0064102564102564,0.0182926829268292
