transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
brightness_s1,10000,1339,8661,0.9301,0.6952949962658701,0.966401108417042
brightness_s2,10000,1404,8596,0.9265,0.6965811965811965,0.9640530479292694
brightness_s3,10000,1492,8508,0.9177,0.6749329758713136,0.9602726845322048
brightness_s4,10000,1587,8413,0.9105,0.6717076244486453,0.9555449898965886
brightness_s5,10000,1956,8044,0.8803,0.619120654396728,0.9438090502237692
contrast_s1,10000,1305,8695,0.9285,0.6957854406130268,0.9634272570442785
contrast_s2,10000,1724,8276,0.8956,0.6595127610208816,0.94478008699855
contrast_s3,10000,2298,7702,0.8574,0.6348999129677981,0.9237860296027006
contrast_s4,10000,3582,6418,0.7581,0.5706309324399776,0.8627298223745715
contrast_s5,10000,7615,2385,0.3589,0.3118844386080105,0.5090146750524109
defocus_blur_s1,10000,1351,8649,0.93,0.698741672834937,0.9661232512429182
defocus_blur_s2,10000,1510,8490,0.9157,0.686092715231788,0.9565371024734982
defocus_blur_s3,10000,2249,7751,0.8622,0.6678523788350378,0.918591149529093
defocus_blur_s4,10000,3546,6454,0.7616,0.6229554427523971,0.8377750232414006
defocus_blur_s5,10000,5404,4596,0.5295,0.4550333086602516,0.6170583115752829
elastic_transform_s1,10000,2050,7950,0.8835,0.6634146341463415,0.940251572327044
elastic_transform_s2,10000,2062,7938,0.879,0.6445198836081474,0.9399092970521542
elastic_transform_s3,10000,2599,7401,0.8363,0.6398614851866102,0.905283069855425
elastic_transform_s4,10000,3313,6687,0.7786,0.6042861454874736,0.8649618663077613
elastic_transform_s5,10000,3890,6110,0.7502,0.5794344473007712,0.8589198036006547
fog_s1,10000,1340,8660,0.9301,0.7074626865671642,0.9645496535796768
fog_s2,10000,1520,8480,0.9194,0.6907894736842105,0.960377358490566
fog_s3,10000,1811,8189,0.8979,0.6620651573716179,0.9500549517645622
fog_s4,10000,2334,7666,0.8705,0.6662382176520995,0.9326897991129663
fog_s5,10000,4174,5826,0.7144,0.5701964542405367,0.8177136972193615
frost_s1,10000,2191,7809,0.8895,0.6663623916020082,0.9521065437315918
frost_s2,10000,2889,7111,0.8305,0.6092073381793008,0.920405006328224
frost_s3,10000,4133,5867,0.7271,0.5306073070408904,0.8655190046020113
frost_s4,10000,4328,5672,0.7128,0.5284195933456562,0.853490832157969
frost_s5,10000,5308,4692,0.5939,0.4414091936699322,0.7664109121909634
gaussian_blur_s1,10000,1349,8651,0.93,0.698295033358043,0.966131083111779
