transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
brightness_s1,10000,2450,7550,0.938,0.7914285714285715,0.9855629139072848
brightness_s2,10000,2479,7521,0.9347,0.7862041145623235,0.9836457917830076
brightness_s3,10000,2549,7451,0.9291,0.7806983130639467,0.9798684740303316
brightness_s4,10000,2653,7347,0.9197,0.759140595552205,0.977677963794746
brightness_s5,10000,3086,6914,0.8918,0.719053791315619,0.968903673705525
contrast_s1,10000,2376,7624,0.932,0.7634680134680135,0.9845225603357818
contrast_s2,10000,2923,7077,0.8973,0.7136503592199794,0.973152465734068
contrast_s3,10000,3561,6439,0.8594,0.6823925863521483,0.957291504892064
contrast_s4,10000,4981,5019,0.772,0.6283878739208995,0.9145248057381948
contrast_s5,10000,8316,1684,0.385,0.3375420875420875,0.6193586698337292
defocus_blur_s1,10000,2456,7544,0.9361,0.7874592833876222,0.98449098621421
defocus_blur_s2,10000,2701,7299,0.9191,0.7660125879303962,0.975750102753802
defocus_blur_s3,10000,3848,6152,0.8491,0.6917879417879418,0.9474967490247074
defocus_blur_s4,10000,5293,4707,0.7305,0.5955034951823163,0.8823029530486509
defocus_blur_s5,10000,7065,2935,0.5015,0.421656050955414,0.6936967632027258
elastic_transform_s1,10000,3346,6654,0.8836,0.7247459653317394,0.9634806131650137
elastic_transform_s2,10000,3419,6581,0.8765,0.7104416496051477,0.9627716152560402
elastic_transform_s3,10000,4219,5781,0.8254,0.6679307892865608,0.9403217436429684
elastic_transform_s4,10000,5003,4997,0.7643,0.6252248650809514,0.9035421252751652
elastic_transform_s5,10000,5592,4408,0.7364,0.6042560801144492,0.904038112522686
fog_s1,10000,2397,7603,0.9364,0.7818105965790572,0.9851374457451006
fog_s2,10000,2518,7482,0.9248,0.756155679110405,0.9815557337610264
fog_s3,10000,2888,7112,0.9047,0.7326869806094183,0.9745500562429696
fog_s4,10000,3454,6546,0.8695,0.6988998262883613,0.9595172624503514
fog_s5,10000,5532,4468,0.6801,0.5489877078814173,0.8424350940017905
frost_s1,10000,3236,6764,0.8875,0.7181705809641533,0.9685097575399172
frost_s2,10000,4193,5807,0.8283,0.6625327927498211,0.9479938005855004
frost_s3,10000,5563,4437,0.7249,0.5856552220025166,0.899481631733153
frost_s4,10000,5727,4273,0.7058,0.5648681683254758,0.8946875731336298
frost_s5,10000,6698,3302,0.5869,0.4732756046581069,0.8173834039975773
