transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
svhn,26032,16870,9162,0.1083282114320835,0.1094250148192056,0.1063086662300807
dtd,1880,1533,347,0.1069148936170212,0.1017612524461839,0.1296829971181556
places,36500,28627,7873,0.0965753424657534,0.0952597198449016,0.1013590753207163
