transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
cw,10000,8005,1995,0.0523,0.0572142410993129,0.0325814536340852
df,10000,8802,1198,0.0932,0.0962281299704612,0.0709515859766277
fg,10000,4992,5008,0.1178,0.1237980769230769,0.1118210862619808
jsma,10000,9993,7,0.005,0.0050035024517162,0.0
