transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
spatter_s5,10000,2818,7182,0.8139,0.5862313697657914,0.90323029796714
speckle_noise_s1,10000,2933,7067,0.8292,0.596999659052165,0.9255695486061978
speckle_noise_s2,10000,4572,5428,0.6857,0.5017497812773404,0.8406411201179071
speckle_noise_s3,10000,5269,4731,0.6128,0.4613778705636743,0.7814415556964701
speckle_noise_s4,10000,6220,3780,0.4745,0.3909967845659164,0.611904761904762
speckle_noise_s5,10000,6518,3482,0.3627,0.3315434182264498,0.421022400919012
zoom_blur_s1,10000,2675,7325,0.8376,0.6022429906542056,0.9235494880546076
zoom_blur_s2,10000,3333,6667,0.7822,0.5673567356735674,0.8896055197240138
zoom_blur_s3,10000,4157,5843,0.6868,0.4917007457300938,0.8256032859832277
zoom_blur_s4,10000,4712,5288,0.5946,0.4235993208828523,0.7469742813918305
zoom_blur_s5,10000,5410,4590,0.4694,0.3347504621072089,0.6281045751633987
