transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
train,100000,7532,92468,0.96918,0.7296866702071163,0.9886879785439288
test,10000,1741,8259,0.8964,0.5847214244686961,0.962101949388546
