transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
saturate_s2,10000,3166,6834,0.8799,0.7034112444725206,0.9616622768510388
saturate_s3,10000,2278,7722,0.9297,0.7611940298507462,0.9794094794094794
saturate_s4,10000,3028,6972,0.8918,0.7060766182298547,0.9724612736660928
saturate_s5,10000,4058,5942,0.8294,0.6404632824051256,0.9584315045439246
shot_noise_s1,10000,4405,5595,0.8213,0.6535754824063564,0.9533512064343164
shot_noise_s2,10000,5926,4074,0.7174,0.5772865339183261,0.9212076583210604
shot_noise_s3,10000,8237,1763,0.4942,0.4185990044919266,0.8474191718661372
shot_noise_s4,10000,8804,1196,0.4166,0.3638119036801454,0.8051839464882943
shot_noise_s5,10000,9391,609,0.3002,0.2746246406133532,0.6945812807881774
snow_s1,10000,3119,6881,0.8856,0.711445976274447,0.9645400377852056
snow_s2,10000,4971,5029,0.7783,0.6205994769664052,0.9341817458739312
snow_s3,10000,4395,5605,0.8162,0.6484641638225256,0.9477252453166816
snow_s4,10000,4831,5169,0.7806,0.6185054854067481,0.9320951828206616
snow_s5,10000,5857,4143,0.7104,0.5769165101587843,0.8991069273473329
spatter_s1,10000,2580,7420,0.9083,0.7236434108527132,0.9725067385444744
spatter_s2,10000,3448,6552,0.8452,0.642691415313225,0.9517704517704516
spatter_s3,10000,4330,5670,0.8022,0.6207852193995381,0.9407407407407408
spatter_s4,10000,2996,7004,0.8869,0.7119492656875834,0.961736150770988
spatter_s5,10000,3888,6112,0.8139,0.6306584362139918,0.930464659685864
speckle_noise_s1,10000,4183,5817,0.8292,0.6559885249820703,0.9537562317345712
speckle_noise_s2,10000,6173,3827,0.6857,0.5410659322857606,0.9189966030833552
speckle_noise_s3,10000,7044,2956,0.6128,0.4951731970471323,0.8930987821380244
speckle_noise_s4,10000,8257,1743,0.4745,0.4022041903839167,0.816982214572576
speckle_noise_s5,10000,9066,934,0.3627,0.3248400617692477,0.7301927194860813
zoom_blur_s1,10000,4005,5995,0.8376,0.667665418227216,0.9511259382819016
zoom_blur_s2,10000,4731,5269,0.7822,0.6197421264003382,0.9280698424748528
zoom_blur_s3,10000,5724,4276,0.6868,0.5358141160027953,0.8889148737137512
zoom_blur_s4,10000,6483,3517,0.5946,0.4644454727749498,0.8345180551606483
zoom_blur_s5,10000,7234,2766,0.4694,0.3656345037323749,0.7407809110629068
