transformation,nb_examples,nb_OMS,nb_IMS,total_acc,OMS_acc,IMS_acc
brightness_s1,10000,2176,7824,0.9359,0.7807904411764706,0.979038854805726
brightness_s2,10000,2237,7763,0.9304,0.7639696021457308,0.9783588818755636
brightness_s3,10000,2338,7662,0.9229,0.7467921300256629,0.9766379535369356
brightness_s4,10000,2475,7525,0.9136,0.7272727272727273,0.9748837209302326
brightness_s5,10000,2915,7085,0.8862,0.6881646655231561,0.9676781933662668
contrast_s1,10000,2177,7823,0.9307,0.7671107028020211,0.976223955004474
contrast_s2,10000,2833,7167,0.8946,0.7303212142605012,0.9595367657318264
contrast_s3,10000,3741,6259,0.8462,0.6821705426356589,0.9442402939766736
contrast_s4,10000,5302,4698,0.7358,0.6029800075443229,0.8856960408684547
contrast_s5,10000,8048,1952,0.3384,0.3081510934393638,0.4631147540983606
defocus_blur_s1,10000,2109,7891,0.9364,0.7785680417259364,0.9785831960461284
defocus_blur_s2,10000,2411,7589,0.9154,0.7370385732061385,0.9720648306759784
defocus_blur_s3,10000,3695,6305,0.8398,0.6700947225981055,0.9392545598731166
defocus_blur_s4,10000,5438,4562,0.6987,0.5575579257079809,0.8669443226654976
defocus_blur_s5,10000,7460,2540,0.4186,0.3431635388739946,0.6401574803149607
elastic_transform_s1,10000,3218,6782,0.8822,0.713797389683033,0.962105573577116
elastic_transform_s2,10000,3247,6753,0.8792,0.7092700954727441,0.9609062638827188
elastic_transform_s3,10000,4110,5890,0.8217,0.6649635036496351,0.93106960950764
elastic_transform_s4,10000,5182,4818,0.7432,0.6051717483597067,0.8916562889165629
elastic_transform_s5,10000,5732,4268,0.7046,0.5683879972086532,0.887535145267104
fog_s1,10000,2154,7846,0.9353,0.7748375116063139,0.9793525363242416
fog_s2,10000,2360,7640,0.9218,0.7576271186440678,0.9725130890052356
fog_s3,10000,2778,7222,0.8982,0.7289416846652268,0.96330656327887
fog_s4,10000,3594,6406,0.8581,0.7025598219254313,0.9453637215110834
fog_s5,10000,5884,4116,0.6487,0.5503059143439837,0.7893586005830904
frost_s1,10000,3367,6633,0.8782,0.7000297000297,0.9686416402834314
frost_s2,10000,4358,5642,0.814,0.6452501147315283,0.9443459766040412
frost_s3,10000,5898,4102,0.7094,0.5710410308579179,0.908337396392004
frost_s4,10000,6145,3855,0.6907,0.5567127746135069,0.9042801556420234
frost_s5,10000,7352,2648,0.5676,0.4655875952121872,0.8508308157099698
gaussian_blur_s1,10000,2106,7894,0.9363,0.7773029439696106,0.9787180136812768
gaussian_blur_s2,10000,3723,6277,0.8358,0.6626376578028471,0.9385056555679464
gaussian_blur_s3,10000,5601,4399,0.6678,0.5356186395286556,0.8360991134348715
gaussian_blur_s4,10000,7057,2943,0.4699,0.3848660904066884,0.6738022426095821
gaussian_blur_s5,10000,8538,1462,0.2381,0.2083626141953619,0.4117647058823529
gaussian_noise_s1,10000,5758,4242,0.7363,0.598298020145884,0.9236209335219236
gaussian_noise_s2,10000,7913,2087,0.5274,0.4406672564134968,0.8562529947292765
gaussian_noise_s3,10000,9121,879,0.3577,0.3188246902751891,0.7610921501706485
gaussian_noise_s4,10000,9407,593,0.2871,0.2624641224619964,0.6779089376053963
gaussian_noise_s5,10000,9606,394,0.2383,0.2248594628357276,0.565989847715736
glass_blur_s1,10000,7887,2113,0.5057,0.4267782426778242,0.8002839564600095
glass_blur_s2,10000,7578,2422,0.5414,0.4539456320929005,0.815028901734104
glass_blur_s3,10000,7332,2668,0.5696,0.4746317512274959,0.8305847076461769
glass_blur_s4,10000,8398,1602,0.4298,0.3703262681590855,0.7415730337078652
glass_blur_s5,10000,8169,1831,0.4493,0.3797282409107602,0.7596941561987984
impulse_noise_s1,10000,3253,6747,0.8723,0.6845988318475253,0.9627982807173558
impulse_noise_s2,10000,4821,5179,0.7794,0.616262186268409,0.93126086117011
impulse_noise_s3,10000,6433,3567,0.6666,0.5339654904399191,0.905803195962994
impulse_noise_s4,10000,8745,1255,0.4619,0.4098341909662664,0.8247011952191236
impulse_noise_s5,10000,9580,420,0.296,0.2824634655532359,0.6047619047619047
jpeg_compression_s1,10000,3934,6066,0.8444,0.6715810879511948,0.9564787339268052
jpeg_compression_s2,10000,4788,5212,0.7897,0.6299081035923141,0.9364927091327704
jpeg_compression_s3,10000,5121,4879,0.7701,0.6207771919546964,0.926829268292683
jpeg_compression_s4,10000,5397,4603,0.7526,0.6177506021863999,0.910710406256789
jpeg_compression_s5,10000,5803,4197,0.7042,0.5691883508530071,0.8908744341196092
motion_blur_s1,10000,3270,6730,0.8748,0.7085626911314985,0.9555720653789004
motion_blur_s2,10000,4815,5185,0.7797,0.6373831775700934,0.911861137897782
motion_blur_s3,10000,5874,4126,0.6716,0.5456247871978209,0.850945225399903
motion_blur_s4,10000,5805,4195,0.6666,0.5372954349698535,0.8455303933253874
motion_blur_s5,10000,6450,3550,0.5813,0.4768992248062015,0.7709859154929577
pixelate_s1,10000,2702,7298,0.9076,0.7190969652109549,0.977391066045492
pixelate_s2,10000,4086,5914,0.8426,0.6603034752814488,0.9685492052756172
pixelate_s3,10000,4957,5043,0.7667,0.5701028848093606,0.9599444774935554
pixelate_s4,10000,6859,3141,0.5294,0.3853331389415366,0.8439987265202165
pixelate_s5,10000,8607,1393,0.38,0.3289183222958057,0.6956209619526202
saturate_s1,10000,2649,7351,0.9078,0.7331068327670819,0.9707522786015508
